ID,Year,Start,End,Operation,Parent,Duration (days),Days into parent,Drones,Air to air,Cruise missiles,Aerial bombing,Close air support,Ground troops,Paramil,US allies,State targets,Non-state targets,Latitude,Longitude,Urban,Forest,Mountain,Side A casualties,Side B casualties,Civilian casualties,US casualties,Latitude_Clean,Longitude_Clean
51,1998,11/11/1998,12/22/1998,Operation Desert Thunder,Gulf War,41,3023,,,,,,,,11,1,0,267.505.337,516.834.275,,,,0,0,0,0,26.7505337,51.6834275
55,1998,12/16/1998,12/19/1998,Bombing of Iraq,Gulf War,3,3058,0,0,1,1,0,1,0,1,5,0,33.223.191,43.679.291,0,0,0,0,821,,0,33.223191,43.679291
50,1998,12/31/1998,3/18/2003,Operation Desert Spring,Gulf War,1538,3073,0,0,0,0,1,1,0,0,1,0,2.931.166,47.481.766,0,0,0,,,,,29.31166,47.481766
305,1999,3/24/1999,6/9/1999,NATO bombing of Novi Sad,Kosovo War,77,416,0,0,0,1,0,0,0,0,1,0,45.25,198.500.003.814.697,2,0,0,0,,,0,45.25,19.85000038
299,1999,4/9/1999,6/10/1999,Battle of Košare,Kosovo War,62,432,0,0,0,1,1,1,0,4,1,0,424.500.617.980.957,202.035.102.844.238,0,1,1,157,108,,,42.4500618,20.20351028
301,1999,4/12/1999,4/12/1999,Grdelica train bombing,Kosovo War,0,435,0,0,1,0,0,0,0,0,1,0,428.769.683.837.891,220.859.527.587.891,0,1,1,,,,,42.87696838,22.08595276
304,1999,4/14/1999,4/14/1999,NATO bombing of Albanian refugees near Gjakova,Kosovo War,0,437,0,0,0,1,0,0,0,1,1,0,423.833.351.135.254,204.333.324.432.373,2,1,1,,,73,,42.38333511,20.43333244
306,1999,4/24/1999,4/24/1999,NATO bombing of the Radio Television of Serbia headquarters,Kosovo War,0,447,0,0,0,1,0,0,0,1,1,0,448.113.899.230.957,204.699.993.133.545,2,0,0,,,16,,44.81138992,20.46999931
303,1999,5/1/1999,5/1/1999,Lužane bus bombing,Kosovo War,0,454,0,0,0,1,0,0,0,1,1,0,434.808.349.609.375,217.250.003.814.697,1,1,1,,,46,,43.48083496,21.72500038
308,1999,5/7/1999,5/7/1999,United States bombing of the Chinese embassy in Belgrade,Kosovo War,0,460,0,0,0,1,0,0,0,0,1,0,448.250.007.629.395,204.190.006.256.104,2,0,0,0,0,3,0,44.82500076,20.41900063
302,1999,5/14/1999,5/14/1999,Koriša bombing,Kosovo War,0,467,0,0,0,1,0,0,0,1,1,0,422.576.026.916.504,207.980.575.561.523,0,1,1,,,94,,42.25760269,20.79805756
300,1999,5/19/1999,5/23/1999,Dubrava Prison bombings and executions,Kosovo War,4,472,0,0,0,1,0,0,0,1,1,0,427.613.906.860.352,205.294.437.408.447,0,1,1,,,,,42.76139069,20.52944374
205,2001,10/7/2001,10/7/2001,Bombing of Kandahar (2001),War in Afghanistan,0,0,0,0,1,1,0,0,0,1,1,2,31.628.871,657.371.749,2,0,1,,,,,31.628871,65.7371749
244,2001,10/7/2001,12/1/2001,Operation Crescent Wind,War in Afghanistan,55,0,0,0,0,0,0,0,0,1,2,1,3.393.911,67.709.953,0,0,1,3,6000,3350,,33.93911,67.709953
256,2001,10/19/2001,10/20/2001,Operation Rhino,War in Afghanistan,1,12,0,0,0,1,1,1,0,0,2,1,31.628.871,657.371.749,2,0,1,2,65,,2,31.628871,65.7371749
209,2001,11/9/2001,11/10/2001,Fall of Mazar-i-Sharif,War in Afghanistan,1,33,0,0,0,1,1,0,1,1,2,6,366.926.167,671.179.511,0,0,1,38,300,,,36.6926167,67.1179511
271,2001,11/11/2001,11/23/2001,Siege of Kunduz,War in Afghanistan,12,35,0,0,0,1,0,0,1,1,2,3,367.285.907,688.680.663,0,0,1,,2000,,0,36.7285907,68.8680663
190,2001,11/12/2001,11/12/2001,2001 uprising in Herat,War in Afghanistan,0,36,0,0,0,0,0,0,1,3,2,1,34.352.865,622.040.287,1,0,0,,,,,34.352865,62.2040287
272,2001,11/13/2001,11/14/2001,Battle of Tarinkot,War in Afghanistan,1,37,0,0,0,0,1,0,1,1,2,1,32.666.404,659.036.295,0,0,1,20,300,,,32.666404,65.9036295
274,2001,11/13/2001,11/14/2001,Fall of Kabul,War in Afghanistan,1,37,0,0,0,1,0,0,1,1,1,0,345.553.494,69.207.486,2,0,1,528,2314,,,34.5553494,69.207486
208,2001,11/22/2001,12/7/2001,Fall of Kandahar,War in Afghanistan,15,46,0,0,0,1,1,1,1,3,2,1,31.628.871,657.371.749,2,0,1,3,,,3,31.628871,65.7371749
273,2001,12/6/2001,12/17/2001,Battle of Tora Bora,War in Afghanistan,11,60,0,0,0,1,0,0,1,3,2,1,341.718.313,706.216.794,0,0,1,,200,,0,34.1718313,70.6216794
188,2002,1/15/2002,2/24/2015,Operation Enduring Freedom – Philippines,Operation Enduring Freedom – Philippines,4788,0,0,0,0,0,0,1,1,2,1,4,12.879.721,121.774.017,0,0,0,,,,,12.879721,121.774017
262,2002,1/23/2002,1/23/2002,Oruzgan police station attack of January 2002,War in Afghanistan,0,108,0,0,0,0,0,0,1,0,1,2,329.271.287,661.415.263,0,0,1,0,15,21,0,32.9271287,66.1415263
240,2002,3/1/2002,3/18/2003,Operation Anaconda,War in Afghanistan,382,145,0,0,0,1,1,1,1,10,1,3,33.706.199,693.831.079,,,,15,500,,8,33.706199,69.3831079
248,2002,3/13/2002,3/19/2002,Operation Harpoon (2002),War in Afghanistan,6,157,0,0,0,1,0,1,0,1,1,2,33.706.199,693.831.079,0,0,1,0,3,,0,33.706199,69.3831079
250,2002,4/16/2002,7/9/2002,Operation Jacana,War in Afghanistan,84,191,0,0,0,0,0,0,1,3,1,2,,,,,,0,11,0,0,33.706199,69.383108
57,2002,6/1/2002,3/17/2003,Operation Southern Focus,Gulf War,289,4321,1,0,0,1,0,0,0,0,3,0,311.042.292,463.624.686,0,0,0,0,,,,31.1042292,46.3624686
252,2003,1/27/2003,2/11/2003,Operation Mongoose (2003),War in Afghanistan,15,477,0,0,0,1,1,1,1,2,1,3,313.169.444,663.286.111,0,0,1,0,22,0,0,31.3169444,66.3286111
224,2003,2/9/2003,2/28/2003,Operation Eagle Fury,War in Afghanistan,19,490,0,0,0,0,0,1,1,1,1,1,313.636.474,639.586.111,0,0,1,,,,,31.3636474,63.9586111
259,2003,3/19/2003,3/24/2003,Operation Valiant Strike,War in Afghanistan,5,528,0,0,0,0,0,1,0,2,1,1,31.628.871,657.371.749,2,0,1,0,,,0,31.628871,65.7371749
81,2003,3/20/2003,3/24/2003,Battle of Al Faw (2003),Iraq conflict (2003–present),4,0,0,0,0,1,1,1,1,3,1,0,299.811.696,484.675.659,1,0,0,19,150,,4,29.9811696,48.4675659
83,2003,3/21/2003,4/6/2003,Battle of Basra (2003),Iraq conflict (2003–present),16,1,0,0,0,1,1,1,1,3,1,0,305.257.657,47.773.797,2,0,0,11,455,,,30.5257657,47.773797
89,2003,3/28/2003,3/30/2003,Operation Viking Hammer,Iraq conflict (2003–present),2,8,0,0,0,1,0,0,1,1,1,2,351.654.999,459.896.078,1,0,1,30,275,,0,35.1654999,45.9896078
86,2003,3/30/2003,4/4/2003,Battle of Samawah (2003),Iraq conflict (2003–present),5,10,0,0,0,1,1,1,0,0,1,0,313.188.393,452.806.177,2,0,0,1,46,,1,31.3188393,45.2806177
85,2003,4/1/2003,4/10/2003,Battle of Haditha Dam,Iraq conflict (2003–present),9,12,0,0,0,1,1,0,1,0,1,0,34.206.944,42.355,2,0,0,4,350,,4,34.206944,42.355
82,2003,4/3/2003,4/12/2003,Battle of Baghdad (2003),Iraq conflict (2003–present),9,14,0,0,0,1,1,1,0,1,1,0,33.315.241,443.660.671,2,0,0,34,,,,33.315241,44.3660671
84,2003,4/6/2003,4/7/2003,Battle of Debecka Pass,Iraq conflict (2003–present),1,17,0,0,0,1,0,0,1,1,1,0,358.842.620.849.609,43.783.763.885.498,0,0,0,18,,,0,35.88426208,43.78376389
87,2003,4/7/2003,4/10/2003,Operation Airborne Dragon,Iraq conflict (2003–present),3,18,0,0,0,0,1,1,0,0,0,1,36.516.667,44.333.333,0,0,1,,,,,36.516667,44.333333
156,2003,5/15/2003,5/15/2003,Operation Planet X,Iraq conflict (2003–present),0,56,0,0,0,0,0,1,0,1,0,1,319.966.212,443.164.007,2,0,0,,,,,31.9966212,44.3164007
145,2003,6/9/2003,6/13/2003,Operation Peninsula Strike,Iraq conflict (2003–present),4,81,0,0,0,0,1,1,0,0,0,1,340.076.216,44.148.291,2,0,0,0,27,0,0,34.0076216,44.148291
123,2003,6/15/2003,6/29/2003,Operation Desert Scorpion (Iraq 2003),Iraq conflict (2003–present),14,87,0,0,0,0,0,1,0,0,0,1,33.223.191,43.679.291,0,0,0,0,0,0,0,33.223191,43.679291
249,2003,7/2/2003,7/6/2003,Operation Haven Denial,War in Afghanistan,4,633,0,0,0,0,1,1,0,1,1,2,32.5,688.000.030.517.578,0,0,1,,,,,32.5,68.80000305
260,2003,7/20/2003,9/15/2003,Operation Warrior Sweep,War in Afghanistan,57,651,0,0,0,0,0,1,0,1,1,2,33.706.199,693.831.079,0,0,1,0,0,0,0,33.706199,69.3831079
90,2003,7/22/2003,7/22/2003,2003 Mosul raid,Iraq conflict (2003–present),0,124,0,0,0,0,1,1,1,0,1,0,363.489.278,43.157.736,2,0,0,0,4,,0,36.3489278,43.157736
254,2003,8/30/2003,9/7/2003,Operation Mountain Viper,War in Afghanistan,8,692,0,0,0,0,1,1,1,1,1,1,325.290.274,66.712.915,0,0,1,15,120,,1,32.5290274,66.712915
253,2003,11/7/2003,11/14/2003,Operation Mountain Resolve,War in Afghanistan,7,761,0,0,0,0,1,1,1,0,1,2,362.458.343.505.859,718.438.873.291.016,0,0,1,0,,,0,36.24583435,71.84388733
130,2003,11/12/2003,12/25/2003,Operation Iron Hammer (Iraq 2003),Iraq conflict (2003–present),43,237,0,0,0,1,1,1,0,1,0,1,33.315.241,443.660.671,2,0,0,0,3,0,0,33.315241,44.3660671
242,2003,12/1/2003,12/31/2003,Operation Avalanche (Afghanistan),War in Afghanistan,30,785,0,0,0,0,0,1,0,1,1,1,3.393.911,67.709.953,0,0,1,2,10,15,,33.93911,67.709953
118,2003,12/2/2003,12/2/2003,Operation Bayonet Lightning,Iraq conflict (2003–present),0,257,0,0,0,0,0,1,0,1,0,1,353.250.007.629.395,437.722.206.115.723,2,0,0,,,,,35.32500076,43.77222061
120,2003,12/4/2003,12/4/2003,Operation Bulldog Mammoth,Iraq conflict (2003–present),0,259,0,0,0,0,1,1,0,0,1,0,332.919.425.964.355,440.655.555.725.098,2,0,0,0,0,0,0,33.2919426,44.06555557
132,2003,12/7/2003,12/7/2003,Operation Iron Justice,Iraq conflict (2003–present),0,262,0,0,0,0,0,1,0,1,0,1,332.818.108,442.289.441,2,0,0,0,0,0,0,33.2818108,44.2289441
144,2003,12/10/2003,12/10/2003,Operation Panther Squeeze,Iraq conflict (2003–present),0,265,0,0,0,0,0,1,0,1,0,1,33.223.191,43.679.291,0,0,0,0,0,0,0,33.223191,43.679291
159,2003,12/13/2003,12/13/2003,Operation Red Dawn,Iraq conflict (2003–present),0,268,0,0,0,0,1,1,1,0,1,0,344.377.735,438.004.115,2,0,0,0,0,0,0,34.4377735,43.8004115
135,2003,12/17/2003,12/17/2003,Operation Ivy Blizzard,Iraq conflict (2003–present),0,272,0,0,0,0,0,1,0,1,0,1,341.660.043,439.055.155,2,0,0,0,0,0,0,34.1660043,43.9055155
3,2004,2/29/2004,7/1/2004,Operation Secure Tomorrow,2004 Haitian coup d'état,123,24,0,0,0,0,0,1,1,3,0,1,18.594.395,-723.074.326,0,0,1,0,,,0,18.594395,-72.3074326
133,2004,4/1/2004,6/22/2004,Operation Iron Saber,Iraq conflict (2003–present),82,378,0,0,0,0,0,1,0,1,1,1,320.106.646,443.265.272,2,0,0,0,0,0,0,32.0106646,44.3265272
106,2004,4/4/2004,5/1/2004,First Battle of Fallujah,Iraq conflict (2003–present),27,381,0,0,0,1,1,1,1,0,1,3,333.443.576,437.812.773,2,0,0,27,206,594,27,33.3443576,43.7812773
169,2004,4/4/2004,5/11/2008,Siege of Sadr City,Iraq conflict (2003–present),1498,381,1,0,0,1,1,1,1,2,2,1,333.899.339,444.606.524,2,0,0,325,3050,,,33.3899339,44.4606524
241,2004,6/2/2004,6/17/2004,Operation Asbury Park,War in Afghanistan,15,969,0,0,0,0,1,1,0,1,1,2,326.191.940.307.617,667.958.297.729.492,0,0,1,0,100,,0,32.61919403,66.79582977
146,2004,8/1/2004,8/30/2004,Operation Phantom Linebacker,Iraq conflict (2003–present),29,500,0,0,0,0,0,1,0,3,1,1,33.315.241,443.660.671,2,0,0,0,0,0,0,33.315241,44.3660671
94,2004,8/5/2004,8/27/2004,Battle of Najaf (2004),Iraq conflict (2003–present),22,504,0,0,0,0,1,1,0,1,1,1,320.106.646,443.265.272,2,0,0,53,159,,13,32.0106646,44.3265272
96,2004,10/1/2004,10/3/2004,Battle of Samarra (2004),Iraq conflict (2003–present),2,561,0,0,0,0,0,1,0,1,1,2,341.660.043,439.055.155,2,0,0,1,127,20,1,34.1660043,43.9055155
167,2004,11/7/2004,12/23/2004,Second Battle of Fallujah,Iraq conflict (2003–present),46,598,1,0,0,1,0,1,1,2,1,8,333.443.576,437.812.773,2,0,0,108,1350,621,95,33.3443576,43.7812773
88,2004,11/23/2004,11/23/2004,Operation Plymouth Rock,Iraq conflict (2003–present),0,614,0,0,0,0,0,1,0,2,0,1,33.315.241,443.660.671,2,0,0,0,0,0,0,33.315241,44.3660671
117,2005,4/12/2005,4/12/2005,Operation Badlands,Iraq conflict (2003–present),0,754,0,0,0,0,0,1,0,0,0,1,333.962.011,437.046.653,2,0,0,0,0,0,0,33.3962011,43.7046653
258,2005,5/5/2005,5/14/2005,Operation Tar Heels,War in Afghanistan,9,1306,0,0,0,0,0,1,0,0,1,1,35.982.666.015.625,660.832.748.413.086,0,0,0,2,29,,2,35.98266602,66.08327484
92,2005,5/8/2005,5/19/2005,Battle of Al-Qa'im,Iraq conflict (2003–present),11,780,0,0,0,0,0,1,0,0,0,1,342.200.012.207.031,410.539.016.723.633,0,0,0,9,125,,9,34.22000122,41.05390167
251,2005,5/13/2005,5/23/2005,Operation Karez,War in Afghanistan,10,1314,0,0,0,0,1,0,0,4,1,1,351.671.339,637.695.384,0,0,0,0,14,,,35.1671339,63.7695384
103,2005,5/22/2005,5/22/2005,Operation Squeeze Play,Iraq conflict (2003–present),0,794,0,0,0,0,0,1,0,1,0,1,36.202.016,44.019.991,2,0,1,,,,,36.202016,44.019991
143,2005,5/24/2005,5/30/2005,Operation New Market,Iraq conflict (2003–present),6,796,0,0,0,1,0,0,0,1,0,1,341.251.832,42.374.164,2,0,0,2,11,,,34.1251832,42.374164
102,2005,6/17/2005,6/22/2005,Operation Spear,Iraq conflict (2003–present),5,820,0,0,0,1,0,1,0,1,0,1,343.843.134,410.183.205,2,0,0,,,4,,34.3843134,41.0183205
121,2005,6/18/2005,6/18/2005,Operation Dagger,Iraq conflict (2003–present),0,821,0,0,0,0,0,1,0,1,0,1,36.202.016,44.019.991,2,0,1,,,,,36.202016,44.019991
235,2005,6/27/2005,7/15/2005,Operation Red Wings,War in Afghanistan,18,1359,0,0,0,0,1,0,1,0,1,1,348.697.204.589.844,70,0,0,1,19,35,,19,34.86972046,70
109,2005,7/1/2005,12/22/2005,Operation Sayeed,Iraq conflict (2003–present),174,834,0,0,0,1,1,1,1,1,1,4,336.450.004.577.637,428.263.893.127.441,,,,70,757,,54,33.64500046,42.82638931
166,2005,7/14/2005,7/14/2005,Operation Warrior's Rage,Iraq conflict (2003–present),0,847,0,0,0,0,0,1,0,0,0,1,33.315.241,443.660.671,2,0,0,0,0,0,,33.315241,44.3660671
139,2005,7/23/2005,7/23/2007,Operation Marlborough,Iraq conflict (2003–present),730,856,0,0,0,0,0,1,1,1,0,1,33.315.241,443.660.671,2,0,0,0,3,0,0,33.315241,44.3660671
114,2005,8/4/2005,8/4/2005,Operation Able Warrior,Iraq conflict (2003–present),0,868,0,0,0,0,0,1,0,0,0,1,33.315.241,443.660.671,2,0,0,0,0,0,0,33.315241,44.3660671
261,2005,8/13/2005,8/18/2005,Operation Whalers,War in Afghanistan,5,1406,0,0,0,0,1,1,0,0,1,1,348.465.893,71.097.317,0,0,1,1,150,,1,34.8465893,71.097317
97,2005,9/1/2005,9/18/2005,Battle of Tal Afar (2005),Iraq conflict (2003–present),17,896,0,0,0,0,0,1,0,1,1,2,363.623.583,424.036.715,2,0,0,19,163,,4,36.3623583,42.4036715
110,2005,11/5/2005,11/22/2005,Operation Steel Curtain,Iraq conflict (2003–present),17,961,0,0,0,1,0,1,0,1,1,2,343.843.134,410.183.205,2,0,0,10,139,97,,34.3843134,41.0183205
131,2005,11/30/2005,1/3/2006,Operation Iron Hammer (Iraq 2005),Iraq conflict (2003–present),34,986,0,0,0,0,0,1,0,1,0,1,336.435.199,428.253.662,2,0,0,0,,,0,33.6435199,42.8253662
113,2005,12/8/2005,12/9/2005,Operation Able Rising Force,Iraq conflict (2003–present),1,994,0,0,0,0,0,1,0,1,0,1,316.979.446.411.133,444.701.385.498.047,0,0,0,,,,,31.69794464,44.47013855
111,2006,2/22/2006,5/11/2008,Battle of Baghdad,Iraq conflict (2003–present),809,1070,0,0,0,0,0,1,0,3,1,11,333.499.984.741.211,444.166.679.382.324,,,,,,11000,,33.34999847,44.41666794
95,2006,3/15/2006,11/15/2006,Battle of Ramadi (2006),Iraq conflict (2003–present),245,1091,0,0,0,1,1,1,1,1,1,2,334.366.231,432.682.801,2,0,0,124,925,,94,33.4366231,43.2682801
104,2006,3/16/2006,3/22/2006,Operation Swarmer,Iraq conflict (2003–present),6,1092,0,0,0,1,1,1,0,1,1,3,341.983.337.402.344,438.741.683.959.961,2,0,0,0,0,,0,34.19833374,43.8741684
162,2006,3/24/2006,3/25/2006,Operation Scorpion,Iraq conflict (2003–present),1,1100,0,0,0,1,0,0,0,1,1,3,354.666.329,443.798.895,2,0,1,0,0,0,0,35.4666329,44.3798895
136,2006,4/16/2006,4/16/2006,Operation Larchwood 4,Iraq conflict (2003–present),0,1123,0,0,0,0,0,0,1,2,1,2,330.790.908,442.519.564,2,0,0,0,5,1,0,33.0790908,44.2519564
134,2006,5/9/2006,5/9/2006,Operation Iron Triangle,Iraq conflict (2003–present),0,1146,0,0,0,0,0,1,0,0,0,1,341.660.043,439.055.155,2,0,0,0,4,,0,34.1660043,43.9055155
230,2006,5/15/2006,7/31/2006,Operation Mountain Thrust,War in Afghanistan,77,1681,0,0,0,0,1,1,0,7,1,2,,,,,,155,1134,,24,32,65.6
227,2006,6/23/2006,6/24/2006,Operation Kaika,War in Afghanistan,1,1720,0,0,0,1,1,1,1,1,1,1,31.628.871,657.371.749,2,0,1,5,120,3,2,31.628871,65.7371749
